5 Minutes,Flow (Veh/5 Minutes)
7/1/2020 17:25,103
7/1/2020 17:30,88
7/1/2020 17:35,87
7/1/2020 17:40,87
7/1/2020 17:45,81
7/1/2020 17:50,87
7/1/2020 17:55,86
7/1/2020 18:00,76
7/1/2020 18:05,63
7/1/2020 18:10,64
7/1/2020 18:15,79
7/1/2020 18:20,67
7/1/2020 18:25,79
7/1/2020 18:30,58
7/1/2020 18:35,79
7/1/2020 18:40,71
7/1/2020 18:45,69
7/1/2020 18:50,60
7/1/2020 18:55,72
7/1/2020 19:00,57
7/1/2020 19:05,75
7/1/2020 19:10,55
7/1/2020 19:15,71
7/1/2020 19:20,67
7/1/2020 19:25,75
7/1/2020 19:30,69
7/1/2020 19:35,50
7/1/2020 19:40,63
7/1/2020 19:45,67
7/1/2020 19:50,59
7/1/2020 19:55,47
7/1/2020 20:00,55
7/1/2020 20:05,44
7/1/2020 20:10,52
7/1/2020 20:15,43
7/1/2020 20:20,44
7/1/2020 20:25,49
7/1/2020 20:30,58
7/1/2020 20:35,46
7/1/2020 20:40,43
7/1/2020 20:45,45
7/1/2020 20:50,51
7/1/2020 20:55,41
7/1/2020 21:00,36
7/1/2020 21:05,40
7/1/2020 21:10,37
7/1/2020 21:15,27
7/1/2020 21:20,38
7/1/2020 21:25,34
7/1/2020 21:30,47
7/1/2020 21:35,45
7/1/2020 21:40,38
7/1/2020 21:45,32
7/1/2020 21:50,47
7/1/2020 21:55,18
7/1/2020 22:00,32
7/1/2020 22:05,25
7/1/2020 22:10,25
7/1/2020 22:15,35
7/1/2020 22:20,30
7/1/2020 22:25,31
7/1/2020 22:30,35
7/1/2020 22:35,31
7/1/2020 22:40,25
7/1/2020 22:45,30
7/1/2020 22:50,20
7/1/2020 22:55,28
7/1/2020 23:00,21
7/1/2020 23:05,16
7/1/2020 23:10,16
7/1/2020 23:15,17
7/1/2020 23:20,14
7/1/2020 23:25,8
7/1/2020 23:30,16
7/1/2020 23:35,12
7/1/2020 23:40,17
7/1/2020 23:45,17
7/1/2020 23:50,18
7/1/2020 23:55,27
8/1/2020 0:00,14
8/1/2020 0:05,11
8/1/2020 0:10,11
8/1/2020 0:15,13
8/1/2020 0:20,9
8/1/2020 0:25,10
8/1/2020 0:30,13
8/1/2020 0:35,17
8/1/2020 0:40,9
8/1/2020 0:45,13
8/1/2020 0:50,9
8/1/2020 0:55,10
8/1/2020 1:00,11
8/1/2020 1:05,13
8/1/2020 1:10,11
8/1/2020 1:15,11
8/1/2020 1:20,3
8/1/2020 1:25,6
8/1/2020 1:30,8
8/1/2020 1:35,6
8/1/2020 1:40,3
8/1/2020 1:45,4
8/1/2020 1:50,4
8/1/2020 1:55,6
8/1/2020 2:00,5
8/1/2020 2:05,6
8/1/2020 2:10,5
8/1/2020 2:15,5
8/1/2020 2:20,9
8/1/2020 2:25,3
8/1/2020 2:30,2
8/1/2020 2:35,4
8/1/2020 2:40,5
8/1/2020 2:45,1
8/1/2020 2:50,2
8/1/2020 2:55,4
8/1/2020 3:00,5
8/1/2020 3:05,5
8/1/2020 3:10,2
8/1/2020 3:15,8
8/1/2020 3:20,5
8/1/2020 3:25,3
8/1/2020 3:30,3
8/1/2020 3:35,5
8/1/2020 3:40,5
8/1/2020 3:45,11
8/1/2020 3:50,9
8/1/2020 3:55,3
8/1/2020 4:00,7
8/1/2020 4:05,14
8/1/2020 4:10,18
8/1/2020 4:15,15
8/1/2020 4:20,9
8/1/2020 4:25,14
8/1/2020 4:30,19
8/1/2020 4:35,27
8/1/2020 4:40,22
8/1/2020 4:45,36
8/1/2020 4:50,33
8/1/2020 4:55,25
8/1/2020 5:00,54
8/1/2020 5:05,45
8/1/2020 5:10,41
8/1/2020 5:15,48
8/1/2020 5:20,49
8/1/2020 5:25,56
8/1/2020 5:30,48
8/1/2020 5:35,82
8/1/2020 5:40,90
8/1/2020 5:45,86
8/1/2020 5:50,92
8/1/2020 5:55,81
8/1/2020 6:00,90
8/1/2020 6:05,82
8/1/2020 6:10,93
8/1/2020 6:15,118
8/1/2020 6:20,116
8/1/2020 6:25,132
8/1/2020 6:30,133
8/1/2020 6:35,154
8/1/2020 6:40,144
8/1/2020 6:45,171
8/1/2020 6:50,144
8/1/2020 6:55,159
8/1/2020 7:00,153
8/1/2020 7:05,158
8/1/2020 7:10,154
8/1/2020 7:15,139
8/1/2020 7:20,130
8/1/2020 7:25,122
8/1/2020 7:30,108
8/1/2020 7:35,99
8/1/2020 7:40,85
8/1/2020 7:45,87
8/1/2020 7:50,66
8/1/2020 7:55,79
8/1/2020 8:00,97
8/1/2020 8:05,101
8/1/2020 8:10,86
8/1/2020 8:15,88
8/1/2020 8:20,79
8/1/2020 8:25,95
8/1/2020 8:30,72
8/1/2020 8:35,75
8/1/2020 8:40,77
8/1/2020 8:45,81
8/1/2020 8:50,83
8/1/2020 8:55,88
8/1/2020 9:00,82
8/1/2020 9:05,66
8/1/2020 9:10,88
8/1/2020 9:15,103
8/1/2020 9:20,104
8/1/2020 9:25,104
8/1/2020 9:30,116
8/1/2020 9:35,116
8/1/2020 9:40,126
8/1/2020 9:45,85
8/1/2020 9:50,137
8/1/2020 9:55,116
8/1/2020 10:00,100
8/1/2020 10:05,86
8/1/2020 10:10,94
8/1/2020 10:15,119
8/1/2020 10:20,96
8/1/2020 10:25,109
8/1/2020 10:30,109
8/1/2020 10:35,116
8/1/2020 10:40,117
8/1/2020 10:45,113
8/1/2020 10:50,102
8/1/2020 10:55,100
8/1/2020 11:00,102
8/1/2020 11:05,85
8/1/2020 11:10,99
8/1/2020 11:15,116
8/1/2020 11:20,87
8/1/2020 11:25,86
8/1/2020 11:30,114
8/1/2020 11:35,112
8/1/2020 11:40,120
8/1/2020 11:45,115
8/1/2020 11:50,118
8/1/2020 11:55,98
8/1/2020 12:00,109
8/1/2020 12:05,98
8/1/2020 12:10,79
8/1/2020 12:15,104
8/1/2020 12:20,104
8/1/2020 12:25,83
8/1/2020 12:30,97
8/1/2020 12:35,100
8/1/2020 12:40,101
8/1/2020 12:45,95
8/1/2020 12:50,110
8/1/2020 12:55,87
8/1/2020 13:00,93
8/1/2020 13:05,103
8/1/2020 13:10,98
8/1/2020 13:15,98
8/1/2020 13:20,84
8/1/2020 13:25,114
8/1/2020 13:30,117
8/1/2020 13:35,97
8/1/2020 13:40,107
8/1/2020 13:45,115
8/1/2020 13:50,113
8/1/2020 13:55,92
8/1/2020 14:00,105
8/1/2020 14:05,102
8/1/2020 14:10,105
8/1/2020 14:15,109
8/1/2020 14:20,106
8/1/2020 14:25,104
8/1/2020 14:30,103
8/1/2020 14:35,100
8/1/2020 14:40,97
8/1/2020 14:45,106
8/1/2020 14:50,115
8/1/2020 14:55,101
8/1/2020 15:00,90
8/1/2020 15:05,118
8/1/2020 15:10,101
8/1/2020 15:15,104
8/1/2020 15:20,97
8/1/2020 15:25,93
8/1/2020 15:30,88
8/1/2020 15:35,116
8/1/2020 15:40,110
8/1/2020 15:45,104
8/1/2020 15:50,95
8/1/2020 15:55,103
8/1/2020 16:00,84
8/1/2020 16:05,93
8/1/2020 16:10,95
8/1/2020 16:15,79
8/1/2020 16:20,56
8/1/2020 16:25,91
8/1/2020 16:30,72
8/1/2020 16:35,75
8/1/2020 16:40,93
8/1/2020 16:45,77
8/1/2020 16:50,101
8/1/2020 16:55,91
8/1/2020 17:00,102
8/1/2020 17:05,97
8/1/2020 17:10,101
8/1/2020 17:15,114
8/1/2020 17:20,99
8/1/2020 17:25,113
8/1/2020 17:30,89
8/1/2020 17:35,91
8/1/2020 17:40,91
8/1/2020 17:45,91
8/1/2020 17:50,81
8/1/2020 17:55,86
8/1/2020 18:00,90
8/1/2020 18:05,71
8/1/2020 18:10,76
8/1/2020 18:15,75
8/1/2020 18:20,90
8/1/2020 18:25,96
8/1/2020 18:30,75
8/1/2020 18:35,90
8/1/2020 18:40,69
8/1/2020 18:45,75
8/1/2020 18:50,78
8/1/2020 18:55,94
8/1/2020 19:00,84
8/1/2020 19:05,72
8/1/2020 19:10,89
8/1/2020 19:15,86
8/1/2020 19:20,69
8/1/2020 19:25,78
8/1/2020 19:30,84
8/1/2020 19:35,79
8/1/2020 19:40,84
8/1/2020 19:45,77
8/1/2020 19:50,99
8/1/2020 19:55,74
8/1/2020 20:00,96
8/1/2020 20:05,52
8/1/2020 20:10,82
8/1/2020 20:15,65
8/1/2020 20:20,66
8/1/2020 20:25,41
8/1/2020 20:30,60
8/1/2020 20:35,60
8/1/2020 20:40,55
8/1/2020 20:45,55
8/1/2020 20:50,48
8/1/2020 20:55,62
8/1/2020 21:00,45
8/1/2020 21:05,62
8/1/2020 21:10,52
8/1/2020 21:15,50
8/1/2020 21:20,53
8/1/2020 21:25,50
8/1/2020 21:30,39
8/1/2020 21:35,49
8/1/2020 21:40,43
8/1/2020 21:45,46
8/1/2020 21:50,40
8/1/2020 21:55,45
8/1/2020 22:00,40
8/1/2020 22:05,37
8/1/2020 22:10,46
8/1/2020 22:15,50
8/1/2020 22:20,34
8/1/2020 22:25,33
8/1/2020 22:30,41
8/1/2020 22:35,31
8/1/2020 22:40,29
8/1/2020 22:45,39
8/1/2020 22:50,42
8/1/2020 22:55,29
8/1/2020 23:00,27
8/1/2020 23:05,21
8/1/2020 23:10,26
8/1/2020 23:15,17
8/1/2020 23:20,31
8/1/2020 23:25,22
8/1/2020 23:30,23
8/1/2020 23:35,24
8/1/2020 23:40,22
8/1/2020 23:45,19
8/1/2020 23:50,24
8/1/2020 23:55,21
11/1/2020 0:00,8
11/1/2020 0:05,10
11/1/2020 0:10,10
11/1/2020 0:15,13
11/1/2020 0:20,14
11/1/2020 0:25,11
11/1/2020 0:30,13
11/1/2020 0:35,14
11/1/2020 0:40,21
11/1/2020 0:45,20
11/1/2020 0:50,13
11/1/2020 0:55,16
11/1/2020 1:00,17
11/1/2020 1:05,11
11/1/2020 1:10,9
11/1/2020 1:15,11
11/1/2020 1:20,14
11/1/2020 1:25,10
11/1/2020 1:30,2
11/1/2020 1:35,8
11/1/2020 1:40,3
11/1/2020 1:45,0
11/1/2020 1:50,3
11/1/2020 1:55,7
11/1/2020 2:00,5
11/1/2020 2:05,7
11/1/2020 2:10,5
11/1/2020 2:15,4
11/1/2020 2:20,7
11/1/2020 2:25,3
11/1/2020 2:30,5
11/1/2020 2:35,7
11/1/2020 2:40,9
11/1/2020 2:45,4
11/1/2020 2:50,5
11/1/2020 2:55,5
11/1/2020 3:00,9
11/1/2020 3:05,4
11/1/2020 3:10,6
11/1/2020 3:15,6
11/1/2020 3:20,3
11/1/2020 3:25,8
11/1/2020 3:30,11
11/1/2020 3:35,8
11/1/2020 3:40,9
11/1/2020 3:45,7
11/1/2020 3:50,13
11/1/2020 3:55,9
11/1/2020 4:00,10
11/1/2020 4:05,17
11/1/2020 4:10,14
11/1/2020 4:15,25
11/1/2020 4:20,23
11/1/2020 4:25,21
11/1/2020 4:30,23
11/1/2020 4:35,22
11/1/2020 4:40,32
11/1/2020 4:45,40
11/1/2020 4:50,46
11/1/2020 4:55,56
11/1/2020 5:00,63
11/1/2020 5:05,61
11/1/2020 5:10,55
11/1/2020 5:15,57
11/1/2020 5:20,62
11/1/2020 5:25,89
11/1/2020 5:30,87
11/1/2020 5:35,100
11/1/2020 5:40,90
11/1/2020 5:45,102
11/1/2020 5:50,112
11/1/2020 5:55,106
11/1/2020 6:00,98
11/1/2020 6:05,110
11/1/2020 6:10,114
11/1/2020 6:15,149
11/1/2020 6:20,148
11/1/2020 6:25,137
11/1/2020 6:30,152
11/1/2020 6:35,149
11/1/2020 6:40,166
11/1/2020 6:45,172
11/1/2020 6:50,159
11/1/2020 6:55,151
11/1/2020 7:00,163
11/1/2020 7:05,154
11/1/2020 7:10,122
11/1/2020 7:15,129
11/1/2020 7:20,122
11/1/2020 7:25,100
11/1/2020 7:30,75
11/1/2020 7:35,84
11/1/2020 7:40,74
11/1/2020 7:45,86
11/1/2020 7:50,76
11/1/2020 7:55,80
11/1/2020 8:00,69
11/1/2020 8:05,94
11/1/2020 8:10,74
11/1/2020 8:15,74
11/1/2020 8:20,77
11/1/2020 8:25,75
11/1/2020 8:30,87
11/1/2020 8:35,80
11/1/2020 8:40,74
11/1/2020 8:45,86
11/1/2020 8:50,77
11/1/2020 8:55,92
11/1/2020 9:00,69
11/1/2020 9:05,76
11/1/2020 9:10,80
11/1/2020 9:15,91
11/1/2020 9:20,93
11/1/2020 9:25,83
11/1/2020 9:30,106
11/1/2020 9:35,86
11/1/2020 9:40,105
11/1/2020 9:45,82
11/1/2020 9:50,101
11/1/2020 9:55,94
11/1/2020 10:00,76
11/1/2020 10:05,103
11/1/2020 10:10,100
11/1/2020 10:15,96
11/1/2020 10:20,105
11/1/2020 10:25,111
11/1/2020 10:30,105
11/1/2020 10:35,126
11/1/2020 10:40,109
11/1/2020 10:45,93
11/1/2020 10:50,112
11/1/2020 10:55,86
11/1/2020 11:00,108
11/1/2020 11:05,93
11/1/2020 11:10,89
11/1/2020 11:15,111
11/1/2020 11:20,94
11/1/2020 11:25,112
11/1/2020 11:30,100
11/1/2020 11:35,96
11/1/2020 11:40,103
11/1/2020 11:45,100
11/1/2020 11:50,109
11/1/2020 11:55,87
11/1/2020 12:00,102
11/1/2020 12:05,95
11/1/2020 12:10,81
11/1/2020 12:15,108
11/1/2020 12:20,102
11/1/2020 12:25,85
11/1/2020 12:30,82
11/1/2020 12:35,71
11/1/2020 12:40,83
11/1/2020 12:45,82
11/1/2020 12:50,83
11/1/2020 12:55,98
11/1/2020 13:00,89
11/1/2020 13:05,98
11/1/2020 13:10,86
11/1/2020 13:15,89
11/1/2020 13:20,90
11/1/2020 13:25,89
11/1/2020 13:30,93
11/1/2020 13:35,91
11/1/2020 13:40,85
11/1/2020 13:45,79
11/1/2020 13:50,101
11/1/2020 13:55,80
11/1/2020 14:00,86
11/1/2020 14:05,87
11/1/2020 14:10,88
11/1/2020 14:15,105
11/1/2020 14:20,108
11/1/2020 14:25,102
11/1/2020 14:30,81
11/1/2020 14:35,85
11/1/2020 14:40,99
11/1/2020 14:45,118
11/1/2020 14:50,105
11/1/2020 14:55,93
11/1/2020 15:00,92
11/1/2020 15:05,94
11/1/2020 15:10,78
11/1/2020 15:15,103
11/1/2020 15:20,96
11/1/2020 15:25,118
11/1/2020 15:30,97
11/1/2020 15:35,102
11/1/2020 15:40,91
11/1/2020 15:45,112
11/1/2020 15:50,94
11/1/2020 15:55,95
11/1/2020 16:00,111
11/1/2020 16:05,81
11/1/2020 16:10,99
11/1/2020 16:15,86
11/1/2020 16:20,111
11/1/2020 16:25,108
11/1/2020 16:30,96
11/1/2020 16:35,78
11/1/2020 16:40,86
11/1/2020 16:45,111
11/1/2020 16:50,90
11/1/2020 16:55,103
11/1/2020 17:00,86
11/1/2020 17:05,71
11/1/2020 17:10,95
11/1/2020 17:15,99
11/1/2020 17:20,93
11/1/2020 17:25,101
11/1/2020 17:30,89
11/1/2020 17:35,80
11/1/2020 17:40,83
11/1/2020 17:45,108
11/1/2020 17:50,92
11/1/2020 17:55,101
11/1/2020 18:00,72
11/1/2020 18:05,79
11/1/2020 18:10,78
11/1/2020 18:15,70
11/1/2020 18:20,75
11/1/2020 18:25,88
11/1/2020 18:30,79
11/1/2020 18:35,71
11/1/2020 18:40,70
11/1/2020 18:45,76
11/1/2020 18:50,62
11/1/2020 18:55,57
11/1/2020 19:00,81
11/1/2020 19:05,63
11/1/2020 19:10,56
11/1/2020 19:15,52
11/1/2020 19:20,65
11/1/2020 19:25,47
11/1/2020 19:30,48
11/1/2020 19:35,61
11/1/2020 19:40,50
11/1/2020 19:45,49
11/1/2020 19:50,61
11/1/2020 19:55,52
11/1/2020 20:00,55
11/1/2020 20:05,55
11/1/2020 20:10,43
11/1/2020 20:15,61
11/1/2020 20:20,37
11/1/2020 20:25,49
11/1/2020 20:30,49
11/1/2020 20:35,43
11/1/2020 20:40,40
11/1/2020 20:45,41
11/1/2020 20:50,41
11/1/2020 20:55,32
11/1/2020 21:00,37
11/1/2020 21:05,33
11/1/2020 21:10,26
11/1/2020 21:15,45
11/1/2020 21:20,39
11/1/2020 21:25,48
11/1/2020 21:30,53
11/1/2020 21:35,36
11/1/2020 21:40,35
11/1/2020 21:45,38
11/1/2020 21:50,24
11/1/2020 21:55,41
11/1/2020 22:00,34
11/1/2020 22:05,33
11/1/2020 22:10,21
11/1/2020 22:15,42
11/1/2020 22:20,30
11/1/2020 22:25,21
11/1/2020 22:30,24
11/1/2020 22:35,25
11/1/2020 22:40,23
11/1/2020 22:45,25
11/1/2020 22:50,20
11/1/2020 22:55,22
11/1/2020 23:00,17
11/1/2020 23:05,25
11/1/2020 23:10,21
11/1/2020 23:15,16
11/1/2020 23:20,8
11/1/2020 23:25,12
11/1/2020 23:30,15
11/1/2020 23:35,9
11/1/2020 23:40,11
11/1/2020 23:45,15
11/1/2020 23:50,13
11/1/2020 23:55,9
12/1/2020 0:00,6
12/1/2020 0:05,11
12/1/2020 0:10,6
12/1/2020 0:15,10
12/1/2020 0:20,9
12/1/2020 0:25,9
12/1/2020 0:30,7
12/1/2020 0:35,4
12/1/2020 0:40,5
12/1/2020 0:45,8
12/1/2020 0:50,12
12/1/2020 0:55,4
12/1/2020 1:00,9
12/1/2020 1:05,6
12/1/2020 1:10,2
12/1/2020 1:15,7
12/1/2020 1:20,6
12/1/2020 1:25,6
12/1/2020 1:30,9
12/1/2020 1:35,5
12/1/2020 1:40,9
12/1/2020 1:45,4
12/1/2020 1:50,5
12/1/2020 1:55,2
12/1/2020 2:00,6
12/1/2020 2:05,7
12/1/2020 2:10,6
12/1/2020 2:15,5
12/1/2020 2:20,2
12/1/2020 2:25,3
12/1/2020 2:30,5
12/1/2020 2:35,4
12/1/2020 2:40,9
12/1/2020 2:45,3
12/1/2020 2:50,5
12/1/2020 2:55,2
12/1/2020 3:00,4
12/1/2020 3:05,2
12/1/2020 3:10,9
12/1/2020 3:15,3
12/1/2020 3:20,3
12/1/2020 3:25,11
12/1/2020 3:30,8
12/1/2020 3:35,10
12/1/2020 3:40,7
12/1/2020 3:45,7
12/1/2020 3:50,13
12/1/2020 3:55,8
12/1/2020 4:00,9
12/1/2020 4:05,15
12/1/2020 4:10,15
12/1/2020 4:15,14
12/1/2020 4:20,13
12/1/2020 4:25,20
12/1/2020 4:30,17
12/1/2020 4:35,23
12/1/2020 4:40,37
12/1/2020 4:45,36
12/1/2020 4:50,46
12/1/2020 4:55,46
12/1/2020 5:00,53
12/1/2020 5:05,67
12/1/2020 5:10,57
12/1/2020 5:15,69
12/1/2020 5:20,66
12/1/2020 5:25,82
12/1/2020 5:30,83
12/1/2020 5:35,93
12/1/2020 5:40,102
12/1/2020 5:45,110
12/1/2020 5:50,86
12/1/2020 5:55,98
12/1/2020 6:00,103
12/1/2020 6:05,99
12/1/2020 6:10,127
12/1/2020 6:15,130
12/1/2020 6:20,132
12/1/2020 6:25,156
12/1/2020 6:30,157
12/1/2020 6:35,166
12/1/2020 6:40,151
12/1/2020 6:45,195
12/1/2020 6:50,150
12/1/2020 6:55,139
12/1/2020 7:00,148
12/1/2020 7:05,147
12/1/2020 7:10,134
12/1/2020 7:15,137
12/1/2020 7:20,133
12/1/2020 7:25,111
12/1/2020 7:30,93
12/1/2020 7:35,61
12/1/2020 7:40,83
12/1/2020 7:45,77
12/1/2020 7:50,70
12/1/2020 7:55,74
12/1/2020 8:00,76
12/1/2020 8:05,65
12/1/2020 8:10,64
12/1/2020 8:15,72
12/1/2020 8:20,70
12/1/2020 8:25,63
12/1/2020 8:30,71
12/1/2020 8:35,72
12/1/2020 8:40,83
12/1/2020 8:45,69
12/1/2020 8:50,74
12/1/2020 8:55,66
12/1/2020 9:00,77
12/1/2020 9:05,75
12/1/2020 9:10,61
12/1/2020 9:15,86
12/1/2020 9:20,106
12/1/2020 9:25,111
12/1/2020 9:30,109
12/1/2020 9:35,102
12/1/2020 9:40,112
12/1/2020 9:45,112
12/1/2020 9:50,105
12/1/2020 9:55,101
12/1/2020 10:00,123
12/1/2020 10:05,103
12/1/2020 10:10,109
12/1/2020 10:15,120
12/1/2020 10:20,106
12/1/2020 10:25,103
12/1/2020 10:30,112
12/1/2020 10:35,115
12/1/2020 10:40,105
12/1/2020 10:45,114
12/1/2020 10:50,102
12/1/2020 10:55,101
12/1/2020 11:00,93
12/1/2020 11:05,91
12/1/2020 11:10,92
12/1/2020 11:15,93
12/1/2020 11:20,98
12/1/2020 11:25,97
12/1/2020 11:30,120
12/1/2020 11:35,95
12/1/2020 11:40,82
12/1/2020 11:45,108
12/1/2020 11:50,58
12/1/2020 11:55,78
12/1/2020 12:00,98
12/1/2020 12:05,92
12/1/2020 12:10,83
12/1/2020 12:15,98
12/1/2020 12:20,96
12/1/2020 12:25,76
12/1/2020 12:30,81
12/1/2020 12:35,94
12/1/2020 12:40,107
12/1/2020 12:45,108
12/1/2020 12:50,93
12/1/2020 12:55,98
12/1/2020 13:00,95
12/1/2020 13:05,84
12/1/2020 13:10,81
12/1/2020 13:15,75
12/1/2020 13:20,113
12/1/2020 13:25,97
12/1/2020 13:30,102
12/1/2020 13:35,97
12/1/2020 13:40,94
12/1/2020 13:45,89
12/1/2020 13:50,101
12/1/2020 13:55,91
12/1/2020 14:00,99
12/1/2020 14:05,84
12/1/2020 14:10,96
12/1/2020 14:15,115
12/1/2020 14:20,105
12/1/2020 14:25,96
12/1/2020 14:30,75
12/1/2020 14:35,100
12/1/2020 14:40,91
12/1/2020 14:45,109
12/1/2020 14:50,95
12/1/2020 14:55,107
12/1/2020 15:00,111
12/1/2020 15:05,93
12/1/2020 15:10,89
12/1/2020 15:15,105
12/1/2020 15:20,92
12/1/2020 15:25,97
12/1/2020 15:30,95
12/1/2020 15:35,95
12/1/2020 15:40,97
12/1/2020 15:45,105
12/1/2020 15:50,110
12/1/2020 15:55,120
12/1/2020 16:00,110
12/1/2020 16:05,105
12/1/2020 16:10,89
12/1/2020 16:15,92
12/1/2020 16:20,90
12/1/2020 16:25,101
12/1/2020 16:30,85
12/1/2020 16:35,77
12/1/2020 16:40,98
12/1/2020 16:45,110
12/1/2020 16:50,99
12/1/2020 16:55,102
12/1/2020 17:00,81
12/1/2020 17:05,99
12/1/2020 17:10,107
12/1/2020 17:15,90
12/1/2020 17:20,100
12/1/2020 17:25,87
12/1/2020 17:30,91
12/1/2020 17:35,80
12/1/2020 17:40,87
12/1/2020 17:45,87
12/1/2020 17:50,72
12/1/2020 17:55,74
12/1/2020 18:00,70
12/1/2020 18:05,75
12/1/2020 18:10,77
12/1/2020 18:15,84
12/1/2020 18:20,84
12/1/2020 18:25,81
12/1/2020 18:30,63
12/1/2020 18:35,87
12/1/2020 18:40,75
12/1/2020 18:45,73
12/1/2020 18:50,76
12/1/2020 18:55,75
12/1/2020 19:00,73
12/1/2020 19:05,76
12/1/2020 19:10,69
12/1/2020 19:15,73
12/1/2020 19:20,61
12/1/2020 19:25,68
12/1/2020 19:30,70
12/1/2020 19:35,74
12/1/2020 19:40,73
12/1/2020 19:45,81
12/1/2020 19:50,68
12/1/2020 19:55,59
12/1/2020 20:00,52
12/1/2020 20:05,47
12/1/2020 20:10,56
12/1/2020 20:15,58
12/1/2020 20:20,55
12/1/2020 20:25,44
12/1/2020 20:30,52
12/1/2020 20:35,44
12/1/2020 20:40,47
12/1/2020 20:45,46
12/1/2020 20:50,44
12/1/2020 20:55,49
12/1/2020 21:00,38
12/1/2020 21:05,42
12/1/2020 21:10,48
12/1/2020 21:15,42
12/1/2020 21:20,47
12/1/2020 21:25,37
12/1/2020 21:30,44
12/1/2020 21:35,48
12/1/2020 21:40,29
12/1/2020 21:45,43
12/1/2020 21:50,31
12/1/2020 21:55,27
12/1/2020 22:00,30
12/1/2020 22:05,29
12/1/2020 22:10,30
12/1/2020 22:15,36
12/1/2020 22:20,27
12/1/2020 22:25,24
12/1/2020 22:30,28
12/1/2020 22:35,22
12/1/2020 22:40,25
12/1/2020 22:45,20
12/1/2020 22:50,20
12/1/2020 22:55,16
12/1/2020 23:00,25
12/1/2020 23:05,25
12/1/2020 23:10,19
12/1/2020 23:15,25
12/1/2020 23:20,20
12/1/2020 23:25,14
12/1/2020 23:30,10
12/1/2020 23:35,15
12/1/2020 23:40,12
12/1/2020 23:45,15
12/1/2020 23:50,16
12/1/2020 23:55,17
13/01/2020 0:00,17
13/01/2020 0:05,8
13/01/2020 0:10,11
13/01/2020 0:15,10
13/01/2020 0:20,9
13/01/2020 0:25,11
13/01/2020 0:30,17
13/01/2020 0:35,7
13/01/2020 0:40,7
13/01/2020 0:45,8
13/01/2020 0:50,7
13/01/2020 0:55,3
13/01/2020 1:00,3
13/01/2020 1:05,9
13/01/2020 1:10,4
13/01/2020 1:15,4
13/01/2020 1:20,5
13/01/2020 1:25,4
13/01/2020 1:30,1
13/01/2020 1:35,5
13/01/2020 1:40,2
13/01/2020 1:45,4
13/01/2020 1:50,3
13/01/2020 1:55,2
13/01/2020 2:00,4
13/01/2020 2:05,7
13/01/2020 2:10,4
13/01/2020 2:15,6
13/01/2020 2:20,5
13/01/2020 2:25,4
13/01/2020 2:30,4
13/01/2020 2:35,2
13/01/2020 2:40,4
13/01/2020 2:45,6
13/01/2020 2:50,3
13/01/2020 2:55,4
13/01/2020 3:00,5
13/01/2020 3:05,4
13/01/2020 3:10,3
13/01/2020 3:15,6
13/01/2020 3:20,2
13/01/2020 3:25,3
13/01/2020 3:30,3
13/01/2020 3:35,7
13/01/2020 3:40,8
13/01/2020 3:45,13
13/01/2020 3:50,5
13/01/2020 3:55,8
13/01/2020 4:00,6
13/01/2020 4:05,13
13/01/2020 4:10,13
13/01/2020 4:15,13
13/01/2020 4:20,12
13/01/2020 4:25,19
13/01/2020 4:30,27
13/01/2020 4:35,25
13/01/2020 4:40,29
13/01/2020 4:45,29
13/01/2020 4:50,42
13/01/2020 4:55,39
13/01/2020 5:00,40
13/01/2020 5:05,50
13/01/2020 5:10,54
13/01/2020 5:15,48
13/01/2020 5:20,67
13/01/2020 5:25,71
13/01/2020 5:30,74
13/01/2020 5:35,87
13/01/2020 5:40,103
13/01/2020 5:45,99
13/01/2020 5:50,91
13/01/2020 5:55,93
13/01/2020 6:00,96
13/01/2020 6:05,97
13/01/2020 6:10,113
13/01/2020 6:15,120
13/01/2020 6:20,121
13/01/2020 6:25,139
13/01/2020 6:30,153
13/01/2020 6:35,173
13/01/2020 6:40,155
13/01/2020 6:45,164
13/01/2020 6:50,181
13/01/2020 6:55,139
13/01/2020 7:00,143
13/01/2020 7:05,145
13/01/2020 7:10,130
13/01/2020 7:15,134
13/01/2020 7:20,122
13/01/2020 7:25,98
13/01/2020 7:30,92
13/01/2020 7:35,86
13/01/2020 7:40,84
13/01/2020 7:45,78
13/01/2020 7:50,82
13/01/2020 7:55,70
13/01/2020 8:00,90
13/01/2020 8:05,79
13/01/2020 8:10,75
13/01/2020 8:15,88
13/01/2020 8:20,83
13/01/2020 8:25,71
13/01/2020 8:30,71
13/01/2020 8:35,82
13/01/2020 8:40,74
13/01/2020 8:45,84
13/01/2020 8:50,71
13/01/2020 8:55,92
13/01/2020 9:00,87
13/01/2020 9:05,82
13/01/2020 9:10,117
13/01/2020 9:15,118
13/01/2020 9:20,113
13/01/2020 9:25,121
13/01/2020 9:30,125
13/01/2020 9:35,109
13/01/2020 9:40,112
13/01/2020 9:45,109
13/01/2020 9:50,105
13/01/2020 9:55,98
13/01/2020 10:00,100
13/01/2020 10:05,97
13/01/2020 10:10,121
13/01/2020 10:15,101
13/01/2020 10:20,111
13/01/2020 10:25,101
13/01/2020 10:30,109
13/01/2020 10:35,101
13/01/2020 10:40,111
13/01/2020 10:45,110
13/01/2020 10:50,98
13/01/2020 10:55,93
